"col_type","color","type","typicality_cat","ref_cat","anon_worker_id"
"green_swan","green","swan","atyp","type","478608573772944"
"yellow_banana","yellow","banana","typ","type","478608573772944"
"red_strawberry","red","strawberry","typ","type","478608573772944"
"yellow_corn","yellow","corn","typ","type","478608573772944"
"red_tomato","red","tomato","typ","type","478608573772944"
"green_broccoli","green","broccoli","typ","type","063504560296518"
"yellow_corn","yellow","corn","typ","type","063504560296518"
"orange_pumpkin","orange","pumpkin","typ","type","063504560296518"
"orange_carrot","orange","carrot","typ","type","063504560296518"
"white_snowman","white","snowman","typ","type","063504560296518"
"red_strawberry","red","strawberry","typ","type","063504560296518"
"white_egg","white","egg","typ","type","063504560296518"
"green_lettuce","green","lettuce","typ","type","168757554853520"
"red_strawberry","red","strawberry","typ","type","579980352889799"
"green_broccoli","green","broccoli","typ","type","579980352889799"
"yellow_corn","yellow","corn","typ","type","579980352889799"
"orange_carrot","orange","carrot","typ","type","579980352889799"
"orange_carrot","orange","carrot","typ","type","655965624481917"
"green_broccoli","green","broccoli","typ","type","655965624481917"
"white_swan","white","swan","typ","type","655965624481917"
"white_snowman","white","snowman","typ","type","655965624481917"
"orange_pumpkin","orange","pumpkin","typ","type","655965624481917"
"white_egg","white","egg","typ","type","655965624481917"
"yellow_banana","yellow","banana","typ","type","859806752000542"
"red_tomato","red","tomato","typ","type","859806752000542"
"white_swan","white","swan","typ","type","859806752000542"
"white_snowman","white","snowman","typ","type","859806752000542"
"green_broccoli","green","broccoli","typ","type","859806752000542"
"yellow_egg","yellow","egg","atyp","type","859806752000542"
"yellow_corn","yellow","corn","typ","type","859806752000542"
"green_lettuce","green","lettuce","typ","other","732891697152835"
